2024-04-21 15:20:49.999474, 0.0, 0.0, 0.0, -9341, 20
2024-04-21 15:20:52.750211, 0.0, 0.0, 0.0, -9341, 20
2024-04-21 15:20:55.500954, 0.0, 0.0, 0.0, -9341, 20
2024-04-21 15:20:58.251754, 0.0, 0.0, 0.0, -9341, 20
2024-04-21 15:21:01.002516, 0.0, 0.0, 0.0, -9341, 20
2024-04-21 15:21:03.753283, 134.0, 0.0, 134.0, -9475, 20
2024-04-21 15:21:06.503851, 156.0, 14.0, 170.0, -9617, 20
2024-04-21 15:21:09.254517, 234.0, 72.0, 306.0, -9779, 20
2024-04-21 15:21:12.005001, 232.0, 50.0, 282.0, -9961, 20
2024-04-21 15:21:14.755683, 178.0, 2.0, 180.0, -10137, 20
2024-04-21 15:21:17.506441, 184.0, 8.0, 192.0, -10313, 20
2024-04-21 15:21:20.257245, 135.0, 4.0, 139.0, -10444, 20
2024-04-21 15:21:23.008052, 193.0, 10.0, 203.0, -10627, 20
2024-04-21 15:21:25.758802, 249.0, 24.0, 273.0, -10852, 22
2024-04-21 15:21:28.509163, 193.0, 22.0, 215.0, -11023, 22
2024-04-21 15:21:31.259713, 173.0, 12.0, 185.0, -11184, 22
2024-04-21 15:21:34.010751, 87.0, 32.0, 119.0, -11239, 22
2024-04-21 15:21:36.761685, 24.0, 24.0, 48.0, -11239, 22
2024-04-21 15:21:39.512497, 10.0, 10.0, 20.0, -11239, 22
2024-04-21 15:21:42.263197, 0.0, 0.0, 0.0, -11239, 22
2024-04-21 15:21:45.013960, 0.0, 0.0, 0.0, -11239, 22
2024-04-21 15:21:47.764501, 0.0, 0.0, 0.0, -11239, 22
2024-04-21 15:21:50.515096, 0.0, 0.0, 0.0, -11239, 22
2024-04-21 15:21:53.265785, 0.0, 0.0, 0.0, -11239, 22
2024-04-21 15:21:56.016487, 0.0, 0.0, 0.0, -11239, 22
2024-04-21 15:21:58.767129, 0.0, 0.0, 0.0, -11239, 22
2024-04-21 15:22:01.517830, 13.0, 0.0, 13.0, -11252, 22
2024-04-21 15:22:04.268557, 134.0, 0.0, 134.0, -11386, 22
2024-04-21 15:22:07.019603, 232.0, 46.0, 278.0, -11572, 22
2024-04-21 15:22:09.770606, 239.0, 64.0, 303.0, -11747, 22
2024-04-21 15:22:12.521404, 180.0, 38.0, 218.0, -11889, 22
2024-04-21 15:22:15.272754, 182.0, 14.0, 196.0, -12057, 22
2024-04-21 15:22:18.023760, 189.0, 14.0, 203.0, -12232, 22
2024-04-21 15:22:20.774558, 225.0, 14.0, 239.0, -12443, 22
2024-04-21 15:22:23.525364, 160.0, 4.0, 164.0, -12599, 22
2024-04-21 15:22:26.276237, 179.0, 20.0, 199.0, -12758, 22
2024-04-21 15:22:29.027208, 221.0, 12.0, 233.0, -12967, 22
2024-04-21 15:22:31.777857, 176.0, 10.0, 186.0, -13133, 22
2024-04-21 15:22:34.528611, 31.0, 8.0, 39.0, -13156, 22
2024-04-21 15:22:37.279571, 28.0, 28.0, 56.0, -13156, 22
2024-04-21 15:22:40.030559, 6.0, 6.0, 12.0, -13156, 22
2024-04-21 15:22:42.781551, 0.0, 0.0, 0.0, -13156, 22
2024-04-21 15:22:45.532560, 0.0, 0.0, 0.0, -13156, 22
2024-04-21 15:22:48.283655, 0.0, 0.0, 0.0, -13156, 22
2024-04-21 15:22:51.034680, 0.0, 0.0, 0.0, -13156, 22
2024-04-21 15:22:53.785315, 0.0, 0.0, 0.0, -13156, 22
2024-04-21 15:22:56.536213, 0.0, 0.0, 0.0, -13156, 22
2024-04-21 15:22:59.287365, 0.0, 0.0, 0.0, -13156, 22
2024-04-21 15:23:02.038488, 12.0, 0.0, 12.0, -13168, 22
2024-04-21 15:23:04.789427, 90.0, 0.0, 90.0, -13258, 22
2024-04-21 15:23:07.540325, 116.0, 12.0, 128.0, -13362, 22
2024-04-21 15:23:10.291219, 153.0, 62.0, 215.0, -13453, 22
2024-04-21 15:23:13.042182, 152.0, 22.0, 174.0, -13583, 22
2024-04-21 15:23:15.792859, 138.0, 12.0, 150.0, -13709, 22
2024-04-21 15:23:18.543261, 111.0, 12.0, 123.0, -13808, 22
2024-04-21 15:23:21.293909, 108.0, 8.0, 116.0, -13908, 22
2024-04-21 15:23:24.044888, 122.0, 4.0, 126.0, -14026, 22
2024-04-21 15:23:26.795883, 118.0, 4.0, 122.0, -14140, 22
2024-04-21 15:23:29.546572, 136.0, 10.0, 146.0, -14266, 22
2024-04-21 15:23:32.297232, 114.0, 8.0, 122.0, -14372, 22
2024-04-21 15:23:35.048209, 33.0, 16.0, 49.0, -14389, 22
2024-04-21 15:23:37.799144, 8.0, 8.0, 16.0, -14389, 22
2024-04-21 15:23:40.550190, 2.0, 2.0, 4.0, -14389, 22
2024-04-21 15:23:43.301235, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:23:46.052276, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:23:48.803184, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:23:51.553838, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:23:54.304428, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:23:57.054914, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:23:59.805779, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:24:02.556568, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:24:05.307575, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:24:08.058392, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:24:10.809267, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:24:13.560287, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:24:16.311138, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:24:19.061950, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:24:21.812697, 0.0, 0.0, 0.0, -14389, 22
2024-04-21 15:25:20.194536, 0.0, 0.0, 0.0, 0, 0
2024-04-21 15:25:22.945527, 0.0, 0.0, 0.0, 0, 0
2024-04-21 15:25:25.696472, 99.0, 106.0, 205.0, 7, 10
2024-04-21 15:25:28.447619, 198.0, 86.0, 284.0, -105, 23
2024-04-21 15:25:31.198412, 193.0, 20.0, 213.0, -278, 23
2024-04-21 15:25:33.949291, 227.0, 64.0, 291.0, -441, 23
2024-04-21 15:25:36.700523, 198.0, 12.0, 210.0, -627, 23
2024-04-21 15:25:39.451756, 173.0, 10.0, 183.0, -790, 23
2024-04-21 15:25:42.202501, 168.0, 8.0, 176.0, -950, 23
2024-04-21 15:25:44.953167, 162.0, 2.0, 164.0, -1110, 23
2024-04-21 15:25:47.704189, 163.0, 12.0, 175.0, -1261, 23
2024-04-21 15:25:50.454952, 200.0, 6.0, 206.0, -1455, 23
2024-04-21 15:25:53.205422, 181.0, 18.0, 199.0, -1618, 23
2024-04-21 15:25:55.956476, 136.0, 20.0, 156.0, -1734, 23
2024-04-21 15:25:58.707110, 16.0, 16.0, 32.0, -1734, 23
2024-04-21 15:26:01.457774, 6.0, 6.0, 12.0, -1734, 23
2024-04-21 15:26:04.208536, 2.0, 2.0, 4.0, -1734, 23
2024-04-21 15:26:06.959407, 0.0, 0.0, 0.0, -1734, 23
2024-04-21 15:26:09.710450, 0.0, 0.0, 0.0, -1734, 23
2024-04-21 15:26:12.461436, 0.0, 0.0, 0.0, -1734, 23
2024-04-21 15:26:15.212542, 0.0, 0.0, 0.0, -1734, 23
2024-04-21 15:26:17.963555, 0.0, 0.0, 0.0, -1734, 23
2024-04-21 15:26:20.714603, 0.0, 0.0, 0.0, -1734, 23
2024-04-21 15:26:23.465417, 0.0, 0.0, 0.0, -1734, 23
2024-04-21 15:26:26.216248, 79.0, 0.0, 79.0, -1813, 23
2024-04-21 15:26:28.967593, 192.0, 0.0, 192.0, -2005, 23
2024-04-21 15:26:31.718852, 257.0, 74.0, 331.0, -2188, 23
2024-04-21 15:26:34.469876, 209.0, 48.0, 257.0, -2349, 23
2024-04-21 15:26:37.220438, 192.0, 16.0, 208.0, -2525, 23
2024-04-21 15:26:39.971272, 180.0, 8.0, 188.0, -2697, 23
2024-04-21 15:26:42.722342, 189.0, 12.0, 201.0, -2874, 25
2024-04-21 15:26:45.473995, 199.0, 28.0, 227.0, -3045, 25
2024-04-21 15:26:48.224846, 160.0, 14.0, 174.0, -3191, 25
2024-04-21 15:26:50.975639, 162.0, 0.0, 162.0, -3353, 25
2024-04-21 15:26:53.726540, 201.0, 24.0, 225.0, -3530, 25
2024-04-21 15:26:56.477312, 69.0, 14.0, 83.0, -3585, 25
2024-04-21 15:26:59.228176, 18.0, 18.0, 36.0, -3585, 25
2024-04-21 15:27:01.978875, 8.0, 8.0, 16.0, -3585, 25
2024-04-21 15:27:04.729665, 0.0, 0.0, 0.0, -3585, 25
2024-04-21 15:27:07.480387, 0.0, 0.0, 0.0, -3585, 25
