APS,ABPS,subARP,mis_match,subTCP,TCP_rate,ARP Spoofing,IP Spoofing
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.363636364,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
10,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.090909091,0,0
8,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.090909091,0,0
4,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.090909091,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
10,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.090909091,0,0
6,0,0,0,0,0.727272727,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.090909091,0,0
4,0,0,0,0,0.727272727,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.363636364,0,0
2,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
10,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.090909091,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.090909091,0,0
2,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.090909091,0,0
6,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.090909091,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,1.090909091,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,1.090909091,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
131,881,0,0,0,1.454545455,0,0
102,177,0,0,0,0,0,0
40,189,0,0,0,0,0,0
33,165,0,0,0,1.454545455,0,0
45,179,0,0,0,0,0,0
45,189,0,0,0,0.727272727,0,0
46,78,0,0,0,0.727272727,0,0
42,0,0,0,0,0,0,0
26,1,0,0,2,1.454545455,0,0
15,0,0,0,0,0.727272727,0,0
3,0,0,0,0,0.727272727,0,0
0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
3,1,0,0,2,1.454545455,0,0
7,0,0,0,0,0.727272727,0,0
11,22,0,0,0,0,0,0
8,171,0,0,0,1.454545455,0,0
68,199,0,0,0,0,0,0
118,165,0,0,0,1.454545455,0,0
136,168,0,0,0,0,0,0
106,198,0,0,0,0.727272727,0,0
48,191,0,0,0,0.727272727,0,0
42,170,0,0,0,0,0,0
32,174,0,0,0,0,0,0
44,219,0,0,0,1.454545455,0,0
50,100,0,0,0,0,0,0
76,0,0,0,0,1.454545455,0,0
62,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0
6,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
3,6,0,0,2,1.454545455,0,0
3,153,0,0,0,0.727272727,0,0
43,174,0,0,0,0,0,0
91,196,0,0,0,1.454545455,0,0
118,186,0,0,0,0,0,0
96,197,0,0,0,0,0,0
62,188,0,0,0,0,0,0
42,162,0,0,0,0,0,0
54,157,0,0,0,1.454545455,0,0
70,196,0,0,0,0,0,0
70,114,0,0,0,0,0,0
76,0,0,0,0,1.454545455,0,0
66,0,0,0,0,0,0,0
36,0,0,0,0,0.727272727,0,0
26,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0.727272727,0,0
10,137,0,0,0,0,0,0
34,168,0,0,0,1.454545455,0,0
92,163,0,0,0,0,0,0
130,150,0,0,0,0,0,0
148,202,0,0,0,1.454545455,0,0
96,196,0,0,0,0,0,0
38,205,0,0,0,0,0,0
30,217,0,0,0,0,0,0
40,170,0,0,0,0.727272727,0,0
54,125,0,0,0,0.727272727,0,0
62,4,0,0,0,0,0,0
56,0,0,0,0,0.727272727,0,0
40,0,0,0,0,0.727272727,0,0
22,0,0,0,0,0,0,0
2,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,138,0,0,0,0,0,0
11,192,0,0,0,1.454545455,0,0
84,193,0,0,0,0,0,0
124,172,0,0,0,1.454545455,0,0
132,191,0,0,0,0,0,0
90,146,0,0,0,0,0,0
40,171,0,0,0,1.454545455,0,0
42,203,0,0,0,0,0,0
54,201,0,0,0,0,0,0
54,153,0,0,0,1.454545455,0,0
70,21,0,0,0,0.727272727,0,0
66,0,0,0,0,0.727272727,0,0
48,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
8,71,0,0,0,1.454545455,0,0
6,187,0,0,0,0,0,0
70,161,0,0,0,0.727272727,0,0
112,155,0,0,0,0.727272727,0,0
120,159,0,0,0,0,0,0
102,192,0,0,2,1.454545455,0,0
84,190,0,0,0,0.727272727,0,0
78,177,0,0,0,0,0,0
52,197,0,0,0,1.454545455,0,0
52,162,0,0,0,0,0,0
55,25,0,0,0,0,0,0
55,0,0,0,2,1.454545455,0,0
39,0,0,0,0,1.454545455,0,0
22,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0.727272727,0,0
2,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
4,88,0,0,0,0,0,0
10,179,0,0,0,0,0,0
60,188,0,0,0,1.454545455,0,0
120,200,0,0,0,0,0,0
128,161,0,0,0,0,0,0
92,172,0,0,0,1.454545455,0,0
68,166,0,0,0,0,0,0
54,200,0,0,0,1.454545455,0,0
60,190,0,0,0,0,0,0
64,190,0,0,0,0,0,0
61,58,0,0,2,1.454545455,0,0
49,0,0,0,0,0.727272727,0,0
25,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
0,0,0,0,0,0.727272727,0,0
0,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
10,47,0,0,0,0,0,0
8,104,0,0,0,1.454545455,0,0
44,111,0,0,0,0,0,0
78,93,0,0,0,0,0,0
98,97,0,0,0,1.454545455,0,0
92,103,0,0,0,0,0,0
58,123,0,0,0,0.727272727,0,0
38,114,0,0,0,0.727272727,0,0
36,122,0,0,0,0,0,0
22,117,0,0,0,1.454545455,0,0
34,34,0,0,0,0,0,0
38,0,0,0,0,0,0,0
32,0,0,0,0,1.454545455,0,0
18,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
2,0,0,0,0,0.727272727,0,0
10,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0
5,0,0,0,2,1.454545455,0,0
9,0,0,0,0,0.727272727,0,0
5,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,2,1.454545455,0,0
14,0,0,0,2,1.454545455,0,0
10,0,0,0,2,0,0,0
18,0,0,0,2,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
10,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
5,1,0,0,2,1.454545455,0,0
13,0,0,0,2,0,0,0
9,0,0,0,2,0,0,0
8,0,0,0,2,1.454545455,0,0
8,0,0,0,2,0,0,0
4,0,0,0,2,0,0,0
4,0,0,0,2,1.454545455,0,0
8,0,0,0,2,0,0,0
4,0,0,0,2,1.454545455,0,0
4,0,0,0,2,0,0,0
4,0,0,0,2,1.454545455,0,0
4,0,0,0,2,0,0,0
8,0,0,0,2,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,1.454545455,0,0
10,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,2,1.454545455,0,0
6,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0.727272727,0,0
10,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
12,0,0,0,0,0,0,0
131,483,0,0,0,0,0,0
150,207,0,0,0,0,0,0
127,207,0,0,0,0.727272727,0,0
124,157,0,0,0,0,0,0
59,176,0,0,0,0,0,0
34,188,0,0,0,1.454545455,0,0
26,207,0,0,0,0,0,0
28,182,0,0,0,0.727272727,0,0
42,30,0,0,0,0,0,0
41,1,0,0,2,1.454545455,0,0
39,0,0,0,0,0.727272727,0,0
17,0,0,0,0,0,0,0
9,1,0,0,0,0.727272727,0,0
9,0,0,0,2,1.454545455,0,0
7,0,0,0,2,0,0,0
6,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
9,91,0,0,2,1.454545455,0,0
9,174,0,0,0,0.727272727,0,0
59,182,0,0,0,0,0,0
121,222,0,0,0,1.454545455,0,0
136,178,0,0,0,0,0,0
96,161,0,0,0,0,0,0
42,164,0,0,0,0,0,0
28,182,0,0,0,0,0,0
28,188,0,0,0,0.727272727,0,0
48,172,0,0,0,0.727272727,0,0
64,59,0,0,0,0,0,0
62,0,0,0,0,0,0,0
46,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
4,27,0,0,0,1.454545455,0,0
8,160,0,0,0,0,0,0
54,183,0,0,0,0.727272727,0,0
108,196,0,0,0,0.727272727,0,0
128,184,0,0,0,0,0,0
100,175,0,0,0,1.454545455,0,0
62,188,0,0,0,0,0,0
54,169,0,0,0,0,0,0
46,150,0,0,0,0.727272727,0,0
38,175,0,0,0,0,0,0
50,63,0,0,0,0,0,0
66,0,0,0,0,1.454545455,0,0
68,0,0,0,0,0,0,0
38,0,0,0,0,0.727272727,0,0
20,0,0,0,0,0,0,0
6,0,0,0,0,1.454545455,0,0
2,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
2,0,0,0,0,1.454545455,0,0
2,26,0,0,0,0,0,0
2,170,0,0,0,0,0,0
58,134,0,0,0,0.727272727,0,0
96,159,0,0,0,0,0,0
124,200,0,0,0,1.454545455,0,0
98,198,0,0,0,0,0,0
58,157,0,0,0,0,0,0
54,182,0,0,0,1.454545455,0,0
54,207,0,0,0,0,0,0
62,167,0,0,0,1.454545455,0,0
52,84,0,0,0,0,0,0
66,0,0,0,0,0,0,0
60,0,0,0,0,0.727272727,0,0
44,0,0,0,0,0.727272727,0,0
22,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0.727272727,0,0
8,25,0,0,0,0,0,0
6,189,0,0,0,0.727272727,0,0
32,216,0,0,0,0.727272727,0,0
118,159,0,0,0,0,0,0
152,188,0,0,0,1.454545455,0,0
148,159,0,0,0,0,0,0
66,158,0,0,0,0.727272727,0,0
36,188,0,0,0,0.727272727,0,0
30,182,0,0,0,0,0,0
32,207,0,0,0,1.454545455,0,0
42,116,0,0,0,0,0,0
60,0,0,0,0,0,0,0
66,0,0,0,0,0.727272727,0,0
48,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0
2,0,0,0,0,1.454545455,0,0
6,0,0,0,0,0,0,0
9,1,0,0,0,0.727272727,0,0
9,0,0,0,2,1.454545455,0,0
11,0,0,0,2,1.454545455,0,0
4,143,0,0,2,0,0,0
40,170,0,0,2,0,0,0
104,197,0,0,4,1.454545455,0,0
134,174,0,0,0,0.727272727,0,0
114,171,0,0,0,0,0,0
64,179,0,0,0,0.727272727,0,0
34,180,0,0,0,0,0,0
34,149,0,0,0,1.454545455,0,0
24,161,0,0,0,0,0,0
54,146,0,0,0,0,0,0
68,0,0,0,0,1.454545455,0,0
98,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
0,0,0,0,0,0.727272727,0,0
2,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,171,0,0,0,0.727272727,0,0
30,182,0,0,0,1.454545455,0,0
104,150,0,0,0,0,0,0
122,142,0,0,0,0,0,0
136,187,0,0,0,0.727272727,0,0
82,190,0,0,0,0.727272727,0,0
46,190,0,0,0,0,0,0
42,182,0,0,0,1.454545455,0,0
54,201,0,0,0,0,0,0
66,124,0,0,0,0.727272727,0,0
78,3,0,0,0,0.727272727,0,0
64,0,0,0,0,0,0,0
46,0,0,0,0,1.454545455,0,0
30,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
6,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
6,0,0,0,0,0.727272727,0,0
10,0,0,0,0,0.727272727,0,0
10,78,0,0,0,0,0,0
16,93,0,0,0,1.454545455,0,0
60,109,0,0,0,0,0,0
84,102,0,0,0,1.454545455,0,0
88,74,0,0,0,0,0,0
46,109,0,0,0,0,0,0
18,98,0,0,0,1.454545455,0,0
26,99,0,0,0,0,0,0
26,128,0,0,0,0,0,0
34,86,0,0,0,0.727272727,0,0
26,10,0,0,0,0,0,0
36,0,0,0,2,1.454545455,0,0
30,0,0,0,0,0.727272727,0,0
26,0,0,0,0,0.727272727,0,0
12,0,0,0,0,0.727272727,0,0
12,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
12,0,0,0,0,0,0,0
12,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,2,1.454545455,0,0
6,0,0,0,2,1.454545455,0,0
6,0,0,0,2,0,0,0
10,0,0,0,2,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
12,0,0,0,0,0,0,0
