APS,ABPS,subARP,mis_match,subTCP,TCP_rate,ARP Spoofing,IP Spoofing
130,197,2,1,0,0,1,0
170,230,2,1,0,0,1,0
67,235,5,1,0,0,1,0
48,226,2,1,0,0,1,0
56,207,2,1,0,0,1,0
90,6,2,1,0,0,1,0
82,0,2,1,0,0,1,0
36,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
0,0,0,0,0,0,1,0
0,88,0,0,0,0,1,0
40,197,2,1,0,0,1,0
150,224,2,1,0,0,1,0
134,234,2,1,0,0,1,0
68,200,4,1,0,0,1,0
68,195,2,1,0,0,1,0
62,134,2,1,0,0,1,0
78,0,2,1,0,0,1,0
70,0,2,1,0,0,1,0
22,0,2,1,0,0,1,0
5,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
0,0,0,0,0,0,1,0
0,162,0,0,0,0,1,0
114,196,2,1,0,0,1,0
174,201,2,1,0,0,1,0
102,217,2,1,0,0,1,0
52,212,2,1,0,0,1,0
48,197,2,1,0,0,1,0
46,82,2,1,0,0,1,0
50,0,2,1,0,0,1,0
30,0,2,1,0,0,1,0
7,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
8,210,2,1,0,0,1,0
82,210,2,1,0,0,1,0
156,195,2,1,0,0,1,0
112,210,2,1,0,0,1,0
54,178,2,1,0,0,1,0
46,209,2,1,0,0,1,0
66,38,2,1,0,0,1,0
74,0,2,1,0,0,1,0
36,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
9,43,2,1,0,0,1,0
31,233,1,1,0,0,1,0
130,201,2,1,0,0,1,0
144,227,2,1,0,0,1,0
64,181,2,1,0,0,1,0
72,202,0,0,0,0,1,0
58,144,2,1,0,0,1,0
44,0,2,1,0,0,1,0
24,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
10,205,2,1,0,0,1,0
76,262,2,1,0,0,1,0
166,211,2,1,0,0,1,0
112,216,2,1,0,0,1,0
72,183,2,1,0,0,1,0
54,207,2,1,0,0,1,0
50,4,2,1,0,0,1,0
42,0,2,1,0,0,1,0
20,0,4,1,0,0,1,0
11,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
8,188,2,1,0,0,1,0
122,201,2,1,0,0,1,0
154,182,2,1,0,0,1,0
76,222,2,1,0,0,1,0
68,225,2,1,0,0,1,0
68,174,2,1,0,0,1,0
74,0,0,0,0,0,1,0
45,0,1,1,0,0,1,0
14,0,2,1,0,0,1,0
12,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
13,195,2,1,0,0,1,0
104,193,2,1,0,0,1,0
172,225,2,1,0,0,1,0
106,169,2,1,0,0,1,0
68,215,2,1,0,0,1,0
46,184,2,1,0,0,1,0
46,42,2,1,0,0,1,0
34,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
14,0,0,0,0,0,1,0
0,0,0,0,0,0,1,0
4,0,2,1,0,0,1,0
4,47,2,1,0,0,1,0
16,236,2,1,0,0,1,0
154,201,2,1,0,0,1,0
198,206,2,1,0,0,1,0
72,195,2,1,0,0,1,0
44,178,2,1,0,0,1,0
38,240,2,1,0,0,1,0
38,9,2,1,0,0,1,0
54,0,2,1,0,0,1,0
30,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
15,0,2,1,0,0,1,0
0,0,2,1,0,0,1,0
0,78,2,1,0,0,1,0
30,227,2,1,0,0,1,0
146,210,2,1,0,0,1,0
155,228,1,1,0,0,1,0
72,169,2,1,0,0,1,0
60,243,2,1,0,0,1,0
52,99,2,1,0,0,1,0
52,0,2,1,0,0,1,0
40,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
16,0,2,1,0,0,1,0
17,0,2,1,0,0,1,0
18,0,2,1,0,0,1,0
19,0,2,1,0,0,1,0
20,0,2,1,0,0,1,0
21,0,2,1,0,0,1,0
6,250,2,1,0,0,1,0
128,244,2,1,0,0,1,0
142,206,2,1,0,0,1,0
32,260,2,1,0,0,1,0
18,0,4,1,0,0,1,0
94,0,2,1,0,0,1,0
64,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
22,47,2,1,0,0,1,0
8,217,2,1,0,0,1,0
112,209,2,1,0,0,1,0
161,232,3,1,0,0,1,0
82,210,2,1,0,0,1,0
52,209,2,1,0,0,1,0
48,196,2,1,0,0,1,0
62,25,2,1,0,0,1,0
70,0,2,1,0,0,1,0
46,0,2,1,0,0,1,0
6,20,2,1,0,0,1,0
4,242,2,1,0,0,1,0
148,236,2,1,0,0,1,0
38,215,2,1,0,0,1,0
55,214,1,1,0,0,1,0
75,160,1,1,0,0,1,0
81,0,1,1,0,0,1,0
61,0,1,1,0,0,1,0
13,0,1,1,0,0,1,0
23,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
24,103,2,1,0,0,1,0
20,216,2,1,0,0,1,0
140,218,2,1,0,0,1,0
119,228,1,1,0,0,1,0
35,218,1,1,0,0,1,0
48,209,2,1,0,0,1,0
66,143,2,1,0,0,1,0
96,0,2,1,0,0,1,0
69,0,1,1,0,0,1,0
11,0,1,1,0,0,1,0
6,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
5,0,1,1,0,0,1,0
1,115,1,1,0,0,1,0
34,207,2,1,0,0,1,0
120,204,2,1,0,0,1,0
138,250,2,1,0,0,1,0
70,228,2,1,0,0,1,0
56,221,2,1,0,0,1,0
46,177,2,1,0,0,1,0
54,5,2,1,0,0,1,0
50,0,2,1,0,0,1,0
32,0,2,1,0,0,1,0
2,0,2,1,0,0,1,0
3,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
5,40,2,1,0,0,1,0
6,205,2,1,0,0,1,0
128,215,2,1,0,0,1,0
164,207,2,1,0,0,1,0
62,204,2,1,0,0,1,0
26,208,2,1,0,0,1,0
34,207,2,1,0,0,1,0
58,63,2,1,0,0,1,0
62,0,2,1,0,0,1,0
46,0,2,1,0,0,1,0
10,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
7,0,2,1,0,0,1,0
8,187,2,1,0,0,1,0
70,214,2,1,0,0,1,0
134,198,2,1,0,0,1,0
102,235,2,1,0,0,1,0
52,218,2,1,0,0,1,0
66,208,2,1,0,0,1,0
60,181,2,1,0,0,1,0
32,0,2,1,0,0,1,0
24,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
9,0,2,1,0,0,1,0
10,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
6,158,2,1,0,0,1,0
68,214,2,1,0,0,1,0
146,196,2,1,0,0,1,0
126,187,2,1,0,0,1,0
52,222,2,1,0,0,1,0
34,224,2,1,0,0,1,0
42,178,2,1,0,0,1,0
68,1,2,1,0,0,1,0
60,0,2,1,0,0,1,0
18,0,2,1,0,0,1,0
11,0,2,1,0,0,1,0
12,0,2,1,0,0,1,0
13,0,2,1,0,0,1,0
14,21,2,1,0,0,1,0
15,208,2,1,0,0,1,0
94,247,2,1,0,0,1,0
176,216,2,1,0,0,1,0
152,198,0,0,0,0,1,0
54,236,0,0,0,0,1,0
40,229,2,1,0,0,1,0
36,92,2,1,0,0,1,0
36,0,2,1,0,0,1,0
20,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
4,0,0,0,0,0,1,0
16,142,0,0,0,0,1,0
46,225,2,1,0,0,1,0
158,187,2,1,0,0,1,0
154,200,8,1,0,0,1,0
53,188,1,1,0,0,1,0
30,246,2,1,0,0,1,0
50,190,2,1,0,0,1,0
60,0,0,0,0,0,1,0
38,0,0,0,0,0,1,0
10,0,0,0,0,0,1,0
17,0,2,1,0,0,1,0
18,0,2,1,0,0,1,0
19,0,2,1,0,0,1,0
6,73,2,1,0,0,1,0
16,223,2,1,0,0,1,0
116,216,2,1,0,0,1,0
160,184,2,1,0,0,1,0
102,208,2,1,0,0,1,0
57,197,3,1,0,0,1,0
46,189,2,1,0,0,1,0
48,107,2,1,0,0,1,0
44,0,2,1,0,0,1,0
36,0,2,1,0,0,1,0
10,0,2,1,0,0,1,0
20,0,2,1,0,0,1,0
21,0,2,1,0,0,1,0
22,0,2,1,0,0,1,0
44,33,2,1,0,0,1,0
14,0,2,1,0,0,1,0
8,0,2,1,0,0,1,0
0,0,2,1,0,0,1,0
0,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
23,0,2,1,0,0,1,0
24,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
0,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
25,0,2,1,0,0,1,0
26,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
27,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
28,0,2,1,0,0,1,0
0,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
0,0,2,1,0,0,1,0
29,0,2,1,0,0,1,0
30,0,2,1,0,0,1,0
31,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
32,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
33,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
34,0,2,1,0,0,1,0
6,0,2,1,0,0,1,0
35,0,2,1,0,0,1,0
4,0,2,1,0,0,1,0
36,0,2,1,0,0,1,0
37,0,2,1,0,0,1,0
38,0,2,1,0,0,1,0
39,0,0,0,0,0,1,0
40,0,2,1,0,0,1,0
75,287,3,1,6,20.36363636,1,1
64,229,2,1,6,20.36363636,1,1
62,6,2,1,6,21.81818182,1,1
44,0,2,1,6,20.36363636,1,1
9,1,3,1,8,20.72727273,1,1
9,0,3,1,8,21.09090909,1,1
12,0,2,1,8,20.36363636,1,1
11,0,3,1,10,21.81818182,1,1
13,193,3,1,10,19.63636364,1,1
57,252,3,1,12,20.36363636,1,1
123,243,3,1,12,21.09090909,1,1
74,229,2,1,12,19.63636364,1,1
52,191,2,1,12,19.63636364,1,1
76,169,2,1,12,20.36363636,1,1
88,6,2,1,12,20.36363636,1,1
64,0,2,1,12,21.81818182,1,1
18,0,2,1,12,19.63636364,1,1
3,1,3,1,14,21.81818182,1,1
13,0,3,1,14,20.36363636,1,1
12,0,3,1,14,21.81818182,1,1
8,213,3,1,16,21.09090909,1,1
122,199,2,1,16,19.63636364,1,1
141,250,7,1,16,22.54545455,1,1
60,214,2,1,16,23.27272727,1,1
43,238,-1,0,17,20,1,1
64,152,2,1,20,21.81818182,1,1
79,0,5,1,20,20.36363636,1,1
48,0,2,1,23,20.72727273,1,1
12,0,2,1,24,19.63636364,1,1
8,0,2,1,26,22.54545455,1,1
2,0,2,1,26,21.09090909,1,1
10,0,2,1,28,21.81818182,1,1
17,157,3,1,28,0,1,1
44,203,3,1,28,0,1,1
116,210,3,1,0,0.727272727,1,1
114,238,2,1,0,14.54545455,1,1
62,199,2,1,2,21.81818182,1,1
74,230,2,1,2,20.36363636,1,1
62,120,2,1,2,20.36363636,1,1
58,0,2,1,3,20,1,1
52,0,2,1,4,20.36363636,1,1
16,0,2,1,4,20.36363636,1,1
12,0,2,1,4,20.36363636,1,1
10,0,2,1,4,20.36363636,1,1
10,14,2,1,4,19.63636364,1,1
10,208,2,1,6,20.36363636,1,1
97,203,-1,1,6,20.36363636,1,1
146,215,2,1,6,20.36363636,1,1
76,257,2,1,6,21.09090909,1,1
52,226,2,1,12,20.36363636,1,1
68,5,2,1,12,20.36363636,1,1
8,0,2,1,16,21.09090909,1,1
8,0,2,1,16,21.81818182,1,1
10,0,2,1,16,20.36363636,1,1
6,60,2,1,16,21.09090909,1,1
34,216,2,1,16,20.36363636,1,1
122,229,2,1,16,21.09090909,1,1
99,227,1,1,18,21.45454545,1,1
44,248,2,1,18,19.63636364,1,1
66,169,2,1,20,21.81818182,1,1
82,131,2,1,20,20.36363636,1,1
68,0,2,1,20,20.36363636,1,1
54,0,2,1,20,20.36363636,1,1
20,0,2,1,20,21.09090909,1,1
5,0,1,1,20,20.36363636,1,1
4,0,2,1,0,0.727272727,1,1
6,245,0,0,0,0.727272727,1,1
127,209,3,1,0,0.727272727,1,1
145,216,3,1,0,1.090909091,1,1
56,216,2,1,0,1.454545455,1,1
38,222,2,1,2,25.45454545,1,1
56,212,2,1,3,20.72727273,1,1
59,8,3,1,4,20.36363636,1,1
59,0,3,1,4,20.36363636,1,1
28,0,2,1,4,20.36363636,1,1
8,0,2,1,6,20.72727273,1,1
6,0,2,1,6,19.63636364,1,1
6,0,2,1,8,21.81818182,1,1
10,172,2,1,9,20.72727273,1,1
96,250,2,1,10,20.36363636,1,1
146,218,2,1,12,21.09090909,1,1
78,234,2,1,12,21.09090909,1,1
38,237,2,1,12,19.63636364,1,1
48,195,2,1,12,21.81818182,1,1
60,7,2,1,12,20.36363636,1,1
54,0,2,1,14,20.72727273,1,1
24,0,2,1,14,20.36363636,1,1
6,0,2,1,16,20,1,1
8,0,2,1,16,21.09090909,1,1
8,19,2,1,16,19.63636364,1,1
12,183,2,1,18,20.36363636,1,1
110,258,2,1,18,20.36363636,1,1
166,270,2,1,20,21.09090909,1,1
94,251,2,1,20,21.09090909,1,1
64,308,2,1,24,20.36363636,1,1
50,143,4,1,24,19.63636364,1,1
50,0,2,1,24,20.36363636,1,1
50,0,2,1,24,21.09090909,1,1
30,0,2,1,24,21.81818182,1,1
12,0,0,0,24,20.36363636,1,1
2,0,0,0,26,21.09090909,1,1
12,0,2,1,26,21.09090909,1,1
10,146,2,1,26,19.63636364,1,1
102,231,2,1,26,21.81818182,1,1
182,283,2,1,26,20.36363636,1,1
56,308,2,1,26,20.36363636,1,1
32,220,2,1,26,19.63636364,1,1
48,58,2,1,27,20,1,1
73,0,3,1,28,21.81818182,1,1
65,0,3,1,28,3.636363636,1,1
108,217,2,1,2,21.45454545,1,1
148,293,2,1,2,20.36363636,1,1
56,224,2,1,4,20.36363636,1,1
42,206,2,1,4,21.81818182,1,1
40,188,2,1,4,19.63636364,1,1
69,1,-1,0,5,20.72727273,1,1
84,0,2,1,6,20.36363636,1,1
44,0,2,1,6,21.09090909,1,1
8,0,2,1,6,19.63636364,1,1
6,0,2,1,6,20.36363636,1,1
6,44,2,1,9,21.45454545,1,1
24,203,2,1,10,20.36363636,1,1
124,251,2,1,12,20.36363636,1,1
162,206,2,1,12,21.81818182,1,1
72,242,2,1,12,20.36363636,1,1
50,300,2,1,14,22.18181818,1,1
69,44,3,1,16,21.81818182,1,1
71,0,1,1,16,20.36363636,1,1
46,0,0,0,16,21.09090909,1,1
20,0,2,1,16,20.36363636,1,1
12,0,2,1,18,21.09090909,1,1
14,0,2,1,18,21.09090909,1,1
10,105,2,1,18,20.36363636,1,1
62,254,2,1,22,21.81818182,1,1
126,220,2,1,23,20,1,1
100,203,2,1,26,21.09090909,1,1
68,230,2,1,26,20.36363636,1,1
64,218,2,1,28,21.09090909,1,1
74,131,2,1,28,20.36363636,1,1
88,0,2,1,28,19.63636364,1,1
38,0,2,1,30,21.81818182,1,1
8,0,2,1,30,20.36363636,1,1
12,0,2,1,30,20.36363636,1,1
8,0,2,1,30,21.81818182,1,1
10,158,2,1,30,19.63636364,1,1
70,225,2,1,32,21.81818182,1,1
148,206,2,1,32,20.36363636,1,1
90,252,2,1,32,20.36363636,1,1
50,196,2,1,34,15.27272727,1,1
80,222,2,1,34,0,1,1
76,76,2,1,36,1.454545455,1,1
83,0,3,1,0,0,1,1
56,1,2,1,0,0,1,1
16,0,2,1,0,2.909090909,1,1
7,0,3,1,0,20.36363636,1,1
8,0,2,1,2,21.81818182,1,1
16,74,2,1,4,18.90909091,1,1
0,1040,0,0,0,0,0,0
0,141,0,0,0,0.727272727,0,0
57,188,0,0,2,1.454545455,0,0
135,179,0,0,2,0,0,0
147,183,0,0,0,0.727272727,0,0
87,157,0,0,0,0.727272727,0,0
25,187,0,0,0,0,0,0
22,191,0,0,0,1.454545455,0,0
34,202,0,0,0,0.727272727,0,0
64,120,0,0,0,0.727272727,0,0
66,0,0,0,0,0,0,0
55,0,0,0,2,1.454545455,0,0
17,0,0,0,0,0,0,0
3,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
6,0,0,0,0,1.454545455,0,0
12,0,0,0,0,0,0,0
8,198,0,0,0,0.727272727,0,0
56,177,0,0,0,0,0,0
114,143,0,0,0,1.454545455,0,0
140,155,0,0,0,0,0,0
88,197,0,0,0,0.727272727,0,0
42,212,0,0,2,1.454545455,0,0
29,188,0,0,2,0,0,0
32,193,0,0,2,0.363636364,0,0
46,119,0,0,0,0.727272727,0,0
64,0,0,0,0,0,0,0
48,0,0,0,0,1.454545455,0,0
20,0,0,0,0,0.727272727,0,0
0,0,0,0,0,0.727272727,0,0
0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
13,1,0,0,0,0.727272727,0,0
9,173,0,0,2,1.454545455,0,0
49,163,0,0,2,0,0,0
110,178,0,0,2,1.454545455,0,0
138,177,0,0,2,0,0,0
94,175,0,0,0,0.727272727,0,0
64,193,0,0,2,0,0,0
50,159,0,0,2,0,0,0
40,161,0,0,2,1.454545455,0,0
38,145,0,0,2,0,0,0
40,0,0,0,4,1.454545455,0,0
36,0,0,0,0,0.727272727,0,0
24,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
6,0,0,0,0,1.454545455,0,0
6,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
6,0,0,0,0,0.727272727,0,0
10,149,0,0,0,0,0,0
30,132,0,0,0,0,0,0
90,215,0,0,0,1.454545455,0,0
120,173,0,0,0,0.727272727,0,0
102,180,0,0,0,0.727272727,0,0
54,186,0,0,0,0,0,0
46,186,0,0,0,0,0,0
52,183,0,0,0,0,0,0
42,177,0,0,0,0.727272727,0,0
56,1,0,0,2,1.454545455,0,0
42,0,0,0,2,0,0,0
28,0,0,0,4,1.454545455,0,0
2,0,0,0,0,0.727272727,0,0
1,1,0,0,2,1.454545455,0,0
5,0,0,0,0,0.727272727,0,0
9,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
10,169,0,0,0,0,0,0
46,204,0,0,0,1.454545455,0,0
104,186,0,0,0,0,0,0
124,177,0,0,0,0.727272727,0,0
82,158,0,0,0,0,0,0
24,151,0,0,0,0,0,0
31,198,0,0,2,1.454545455,0,0
49,195,0,0,0,0.727272727,0,0
63,189,0,0,0,0.727272727,0,0
62,1,0,0,0,0,0,0
131,877,0,0,0,0,0,0
116,210,0,0,0,1.454545455,0,0
69,179,0,0,0,0,0,0
50,168,0,0,0,0,0,0
35,150,0,0,0,0,0,0
27,163,0,0,0,0.727272727,0,0
25,57,0,0,0,0.727272727,0,0
51,0,0,0,0,0,0,0
51,0,0,0,0,1.454545455,0,0
38,0,0,0,0,0,0,0
6,0,0,0,0,0.727272727,0,0
2,0,0,0,0,0.727272727,0,0
2,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0
6,0,0,0,0,1.454545455,0,0
12,217,0,0,0,0.727272727,0,0
56,188,0,0,0,0,0,0
110,188,0,0,0,1.454545455,0,0
134,164,0,0,0,0,0,0
122,155,0,0,0,0,0,0
74,171,0,0,0,0.727272727,0,0
66,189,0,0,0,0,0,0
70,164,0,0,0,0,0,0
52,191,0,0,0,1.090909091,0,0
56,63,0,0,0,0.727272727,0,0
78,0,0,0,0,0,0,0
62,0,0,0,0,1.454545455,0,0
38,0,0,0,0,0,0,0
6,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
6,31,0,0,0,0.727272727,0,0
4,163,0,0,0,0.727272727,0,0
64,195,0,0,0,0,0,0
106,177,0,0,0,1.454545455,0,0
124,195,0,0,0,0,0,0
94,206,0,0,0,0.727272727,0,0
58,179,0,0,0,0.727272727,0,0
68,139,0,0,0,0,0,0
78,177,0,0,0,0,0,0
72,177,0,0,0,0,0,0
74,61,0,0,0,0,0,0
86,0,0,0,0,1.454545455,0,0
62,0,0,0,0,0,0,0
46,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
2,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
10,0,0,0,0,0.727272727,0,0
8,34,0,0,0,1.090909091,0,0
4,170,0,0,0,0,0,0
64,159,0,0,0,0,0,0
118,178,0,0,0,1.454545455,0,0
140,177,0,0,0,0.727272727,0,0
110,212,0,0,0,0.727272727,0,0
70,178,0,0,0,0,0,0
48,171,0,0,0,1.454545455,0,0
38,157,0,0,0,0,0,0
46,146,0,0,0,0,0,0
64,57,0,0,0,1.454545455,0,0
88,0,0,0,0,0,0,0
60,0,0,0,0,0.727272727,0,0
40,0,0,0,0,0.727272727,0,0
10,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,1.454545455,0,0
6,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,28,0,0,0,0,0,0
4,184,0,0,0,0,0,0
64,161,0,0,0,1.454545455,0,0
118,188,0,0,0,0,0,0
140,175,0,0,0,0.727272727,0,0
90,161,0,0,0,0,0,0
48,175,0,0,0,0,0,0
48,202,0,0,0,1.454545455,0,0
60,197,0,0,0,0,0,0
68,157,0,0,0,0.727272727,0,0
98,16,0,0,0,0,0,0
82,0,0,0,0,0,0,0
58,0,0,0,0,1.454545455,0,0
24,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,161,0,0,0,1.454545455,0,0
62,176,0,0,0,0,0,0
102,194,0,0,0,0.727272727,0,0
140,156,0,0,0,0.727272727,0,0
106,189,0,0,0,0,0,0
80,194,0,0,0,0,0,0
48,171,0,0,0,0,0,0
48,159,0,0,0,0.727272727,0,0
28,188,0,0,0,0.727272727,0,0
40,62,0,0,0,0,0,0
64,0,0,0,0,1.454545455,0,0
68,0,0,0,0,0,0,0
50,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
10,0,0,0,0,0,0,0
8,84,0,0,0,1.454545455,0,0
8,183,0,0,0,0,0,0
68,200,0,0,0,0.727272727,0,0
120,174,0,0,0,1.090909091,0,0
142,181,0,0,0,0,0,0
88,182,0,0,0,1.090909091,0,0
62,176,0,0,0,0.727272727,0,0
48,158,0,0,0,0.727272727,0,0
48,173,0,0,0,0.727272727,0,0
52,161,0,0,0,0,0,0
82,18,0,0,0,0,0,0
84,0,0,0,0,0,0,0
56,0,0,0,0,0.727272727,0,0
28,0,0,0,0,0.727272727,0,0
2,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0
8,0,0,0,0,1.090909091,0,0
4,84,0,0,0,0.727272727,0,0
28,125,0,0,0,0.727272727,0,0
62,143,0,0,0,0.363636364,0,0
112,121,0,0,0,1.454545455,0,0
94,87,0,0,0,0,0,0
68,150,0,0,0,0,0,0
30,111,0,0,0,0.727272727,0,0
24,119,0,0,0,1.090909091,0,0
24,131,0,0,0,0,0,0
42,45,0,0,0,1.454545455,0,0
42,0,0,0,0,0,0,0
34,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
10,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0
10,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
12,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
0,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,1.454545455,0,0
16,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
4,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0.727272727,0,0
8,0,0,0,0,0,0,0
8,0,0,0,0,1.090909091,0,0
6,0,0,0,0,0.727272727,0,0
4,0,0,0,0,0.727272727,0,0
6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,1.454545455,0,0
6,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
