SSIP,SDFP,SDFB,SFE,RFIP,CPU,APS,ABPS,SUBARP,MISS_MAC,DDOS,SLOW-RATE,MITM,TAGS
5,4.4702773405444365,330.80052320028835,5,2.8,1.7,0.0,0.0,0,0,0,0,0,Normal
