APS,ABPS,SUBARP,MISS_MAC,Devi,TCP_Rate,ARP Spoofing,IP Spoofing,TAGS
8.0,0.0,0,0, 258, 20.363636363636363,0,1,IP_SPOOFING
8.0,0.0,0,0, 258, 20.363636363636363,0,1,IP_SPOOFING
4.0,0.0,0,0, 258, 19.636363636363637,0,1,IP_SPOOFING
4.0,0.0,0,0, 258, 21.818181818181817,0,1,IP_SPOOFING
14.0,0.0,0,0, 258, 19.636363636363637,0,1,IP_SPOOFING
12.0,0.0,0,0, 259, 20.0,0,1,IP_SPOOFING
12.0,0.0,0,0, 260, 19.636363636363637,0,1,IP_SPOOFING
10.0,0.0,0,0, 260, 15.272727272727273,0,1,IP_SPOOFING
4.0,0.0,0,0, 260, 1.4545454545454546,0,1,IP_SPOOFING

105.0,185.0,17,1, 3, 1.8181818181818181,0,1,IP_SPOOFING
55.0,197.0,17,1, 3, 0.0,0,1,IP_SPOOFING
50.0,144.0,12,1, 3, 0.0,0,1,IP_SPOOFING
42.0,199.0,12,1, 5, 2.1818181818181817,0,1,IP_SPOOFING
40.0,178.0,8,1, 5, 2.1818181818181817,0,1,IP_SPOOFING
63.0,23.0,5,1, 5, 60.36363636363637,0,1,IP_SPOOFING
58.0,0.0,4,1, 6, 60.0,0,1,IP_SPOOFING
44.0,0.0,0,0, 7, 61.45454545454545,0,1,IP_SPOOFING
10.0,0.0,0,0, 7, 60.36363636363637,0,1,IP_SPOOFING
0.0,0.0,0,0, 7, 59.63636363636363,0,1,IP_SPOOFING
2.0,0.0,0,0, 7, 61.09090909090909,0,1,IP_SPOOFING
2.0,0.0,0,0, 7, 60.36363636363637,0,1,IP_SPOOFING
8.0,0.0,0,0, 7, 60.36363636363637,0,1,IP_SPOOFING
9.0,1.0,1,1, 9, 61.09090909090909,0,1,IP_SPOOFING
17.0,187.0,1,1, 9, 60.36363636363637,0,1,IP_SPOOFING
47.0,162.0,1,1, 9, 61.81818181818182,0,1,IP_SPOOFING
112.0,182.0,0,0, 9, 59.63636363636363,0,1,IP_SPOOFING
124.0,154.0,0,0, 9, 60.36363636363637,0,1,IP_SPOOFING
140.0,174.0,0,0, 9, 60.36363636363637,0,1,IP_SPOOFING
82.0,161.0,0,0, 9, 59.63636363636363,0,1,IP_SPOOFING
62.0,201.0,0,0, 9, 61.81818181818182,0,1,IP_SPOOFING
40.0,172.0,0,0, 9, 59.63636363636363,0,1,IP_SPOOFING
42.0,176.0,0,0, 9, 60.36363636363637,0,1,IP_SPOOFING
44.0,123.0,0,0, 10, 60.72727272727273,0,1,IP_SPOOFING
70.0,0.0,0,0, 11, 60.36363636363637,0,1,IP_SPOOFING
78.0,0.0,0,0, 11, 11.636363636363637,0,1,IP_SPOOFING
46.0,0.0,0,0, 11, 1.4545454545454546,0,1,IP_SPOOFING
20.0,0.0,0,0, 11, 0.0,0,1,IP_SPOOFING
4.0,0.0,0,0, 0, 0.7272727272727273,0,1,IP_SPOOFING
5.0,1.0,1,1, 0, 0.7272727272727273,0,1,IP_SPOOFING
9.0,0.0,1,1, 0, 0.0,0,1,IP_SPOOFING
9.0,0.0,1,1, 0, 1.4545454545454546,0,1,IP_SPOOFING
8.0,12.0,0,0, 0, 0.0,0,1,IP_SPOOFING
6.0,172.0,0,0, 0, 4.363636363636363,0,1,IP_SPOOFING
28.0,203.0,0,0, 0, 62.54545454545455,0,1,IP_SPOOFING
90.0,194.0,0,0, 0, 60.36363636363637,0,1,IP_SPOOFING
128.0,180.0,0,0, 0, 60.36363636363637,0,1,IP_SPOOFING
130.0,135.0,0,0, 0, 59.63636363636363,0,1,IP_SPOOFING
78.0,211.0,0,0, 0, 61.81818181818182,0,1,IP_SPOOFING
68.0,186.0,0,0, 0, 60.36363636363637,0,1,IP_SPOOFING
64.0,183.0,0,0, 0, 59.63636363636363,0,1,IP_SPOOFING
50.0,161.0,0,0, 0, 61.09090909090909,0,1,IP_SPOOFING
48.0,57.0,0,0, 0, 0.0,0,1,IP_SPOOFING
58.0,0.0,0,0, 0, 0.0,0,1,IP_SPOOFING
