68.0,55.0,2,1, 2, 60.36363636363637,1,1,MITM IP_SPOOFING
54.0,0.0,2,1, 2, 61.09090909090909,1,1,MITM IP_SPOOFING
40.0,0.0,2,1, 2, 59.63636363636363,1,1,MITM IP_SPOOFING
10.0,0.0,0,0, 2, 61.81818181818182,1,1,MITM IP_SPOOFING
2.0,0.0,0,0, 2, 59.63636363636363,1,1,MITM IP_SPOOFING
4.0,0.0,2,1, 2, 60.36363636363637,1,1,MITM IP_SPOOFING
12.0,0.0,2,1, 4, 60.0,1,1,MITM IP_SPOOFING
17.0,1.0,3,1, 4, 60.36363636363637,1,1,MITM IP_SPOOFING
15.0,62.0,3,1, 6, 61.09090909090909,1,1,MITM IP_SPOOFING
11.0,174.0,3,1, 7, 59.27272727272727,1,1,MITM IP_SPOOFING
82.0,206.0,2,1, 8, 62.18181818181818,1,1,MITM IP_SPOOFING
174.0,146.0,2,1, 8, 59.63636363636363,1,1,MITM IP_SPOOFING
165.0,159.0,3,1, 10, 61.09090909090909,1,1,MITM IP_SPOOFING
89.0,192.0,3,1, 10, 61.09090909090909,1,1,MITM IP_SPOOFING
33.0,170.0,3,1, 10, 59.63636363636363,1,1,MITM IP_SPOOFING
42.0,190.0,2,1, 10, 59.63636363636363,1,1,MITM IP_SPOOFING
44.0,182.0,2,1, 10, 60.36363636363637,1,1,MITM IP_SPOOFING
48.0,25.0,2,1, 10, 18.181818181818183,1,1,MITM IP_SPOOFING
32.0,0.0,2,1, 0, 0.7272727272727273,1,1,MITM IP_SPOOFING
20.0,0.0,2,1, 0, 1.4545454545454546,1,1,MITM IP_SPOOFING
7.0,2.0,3,1, 0, 0.0,1,1,MITM IP_SPOOFING
8.0,0.0,4,1, 2, 1.4545454545454546,1,1,MITM IP_SPOOFING
11.0,0.0,3,1, 0, 0.0,1,1,MITM IP_SPOOFING
11.0,0.0,1,1, 0, 0.0,1,1,MITM IP_SPOOFING
11.0,0.0,1,1, 14, 16.727272727272727,1,1,MITM IP_SPOOFING
9.0,92.0,1,1, 96, 89.45454545454545,1,1,MITM IP_SPOOFING
11.0,196.0,1,1, 205, 64.0,1,1,MITM IP_SPOOFING
105.0,165.0,1,1, 205, 19.636363636363637,1,1,MITM IP_SPOOFING
147.0,173.0,1,1, 205, 20.363636363636363,1,1,MITM IP_SPOOFING
136.0,171.0,2,1, 206, 20.0,1,1,MITM IP_SPOOFING
58.0,172.0,2,1, 207, 21.454545454545453,1,1,MITM IP_SPOOFING
50.0,164.0,2,1, 208, 20.0,1,1,MITM IP_SPOOFING
52.0,169.0,2,1, 209, 20.0,1,1,MITM IP_SPOOFING
52.0,183.0,2,1, 209, 21.09090909090909,1,1,MITM IP_SPOOFING
72.0,16.0,2,1, 209, 19.636363636363637,1,1,MITM IP_SPOOFING
79.0,1.0,3,1, 209, 20.363636363636363,1,1,MITM IP_SPOOFING
57.0,0.0,3,1, 211, 21.09090909090909,1,1,MITM IP_SPOOFING
29.0,0.0,3,1, 211, 19.636363636363637,1,1,MITM IP_SPOOFING
6.0,0.0,0,0, 211, 21.818181818181817,1,1,MITM IP_SPOOFING
8.0,0.0,0,0, 211, 19.636363636363637,1,1,MITM IP_SPOOFING
8.0,0.0,0,0, 211, 21.818181818181817,1,1,MITM IP_SPOOFING
14.0,0.0,2,1, 211, 19.636363636363637,1,1,MITM IP_SPOOFING
10.0,116.0,2,1, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
20.0,157.0,2,1, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
124.0,165.0,2,1, 211, 19.636363636363637,1,1,MITM IP_SPOOFING
152.0,202.0,2,1, 211, 21.818181818181817,1,1,MITM IP_SPOOFING
146.0,172.0,2,1, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
74.0,143.0,2,1, 211, 21.09090909090909,1,1,MITM IP_SPOOFING
54.0,163.0,0,0, 211, 19.636363636363637,1,1,MITM IP_SPOOFING
36.0,178.0,2,1, 211, 21.09090909090909,1,1,MITM IP_SPOOFING
38.0,175.0,0,0, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
64.0,8.0,0,0, 211, 19.636363636363637,1,1,MITM IP_SPOOFING
74.0,0.0,2,1, 211, 21.818181818181817,1,1,MITM IP_SPOOFING
50.0,0.0,2,1, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
14.0,0.0,2,1, 211, 21.09090909090909,1,1,MITM IP_SPOOFING
8.0,0.0,2,1, 211, 19.636363636363637,1,1,MITM IP_SPOOFING
10.0,0.0,2,1, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
4.0,0.0,2,1, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
6.0,0.0,2,1, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
8.0,100.0,2,1, 211, 21.09090909090909,1,1,MITM IP_SPOOFING
46.0,140.0,2,1, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
108.0,183.0,2,1, 211, 21.09090909090909,1,1,MITM IP_SPOOFING
148.0,202.0,2,1, 211, 20.363636363636363,1,1,MITM IP_SPOOFING
